,60.55289133,-140.8980659,-334.2111161,-303.8397441,-282.959197,-274.2188029,-267.1950733,-261.8163624,-253.4582928,-237.8882682,-226.5782062,-218.4342636,-208.7143254,-199.8155402,-200.4060758,-182.9314935,-107.7487744,-99.2448749,-94.57960036,-92.50595356,-137.2230663,-179.0670567,-192.2390395,-196.3725655,-193.8353361,-193.2209889,-194.493333,-198.8031068,-208.9661464,-216.7886965,-219.9826104,-220.00796,-217.2030163,-213.7817262,-209.1770722,-202.3357537,-190.4676698,-189.8707466,-180.7628894,-160.4444926,-109.9097932,-41.58345193,53.63788051,72.16641437,-118.98582,0.06763239029,-0.1674883106,-1.05E-01
0,62.62457,-139.9026,-330.6656,-301.1955,-282.5622,-270.7538,-264.1579,-259.2223,-250.2079,-235.0743,-223.3371,-215.0408,-204.9522,-197.7137,-199.2219,-177.4293,-106.5411,-99.74438,-93.3006,-90.98693,-136.6254,-177.5923,-190.7844,-194.4747,-192.2693,-190.2988,-192.9724,-197.1804,-207.7131,-214.4841,-217.8421,-218.1534,-216.045,-213.2557,-207.3547,-200.237,-189.0767,-187.8632,-179.9805,-158.4231,-108.4413,-40.26932,55.84283,73.9393,-116.9512,0.1113637,-0.1199302,-5.14E-05
1,63.54383,-141.1801,-332.9618,-301.0666,-281.657,-271.644,-264.8037,-259.3316,-250.4547,-235.3157,-224.2889,-217.34,-206.38,-197.9356,-197.7863,-177.8965,-106.4209,-97.68904,-93.54676,-93.91011,-136.384,-183.3926,-190.0187,-193.9732,-192.2693,-190.4218,-192.8537,-196.9282,-206.999,-214.1261,-218.1998,-217.5508,-215.1045,-212.7292,-207.6162,-200.8824,-189.3391,-188.8442,-180.6326,-158.9437,-108.829,-41.16978,54.79168,70.5723,-118.7404,-0.1113637,-0.4812723,0.9041435
2,62.16495,-140.4136,-332.7066,-301.5821,-283.0795,-273.5515,-265.0621,-259.5502,-251.0719,-234.8328,-224.6459,-217.098,-206.0505,-196.9371,-197.8968,-181.2839,-107.6234,-100.7116,-95.14682,-93.91011,-137.1082,-179.1966,-191.6777,-194.6001,-192.7642,-191.774,-192.9724,-197.4325,-206.999,-214.9615,-217.6036,-218.515,-215.3732,-211.6761,-208.1391,-200.3661,-189.7327,-188.599,-179.3285,-158.6834,-108.6998,-40.78387,54.52889,72.99653,-118.2292,0.1113637,1.204991,-0.5651723
3,63.42893,-139.6471,-332.3239,-302.8709,-282.1743,-273.6786,-265.3204,-260.9715,-252.8,-237.8511,-226.0737,-217.461,-208.357,-197.9356,-198.7802,-180.8167,-105.3386,-98.41444,-95.02373,-93.05752,-136.9875,-177.8391,-192.9539,-195.4778,-192.0219,-190.7906,-192.8537,-196.8022,-207.7131,-213.41,-218.6767,-217.7919,-215.5076,-212.5976,-208.7928,-200.3661,-187.8958,-188.4763,-178.4156,-158.6834,-108.829,-39.8834,55.18587,72.99653,-117.2068,0.1113637,-0.1199302,0.4520493
4,61.93513,-140.2858,-334.4925,-303.7731,-282.6916,-273.8058,-265.5788,-260.7528,-253.2937,-236.8853,-225.3598,-217.824,-208.5766,-199.7107,-200.1053,-177.5461,-106.1804,-99.13985,-94.28524,-91.10873,-137.3495,-179.4435,-191.0396,-193.597,-191.527,-191.2823,-192.379,-197.1804,-206.999,-215.3196,-217.9613,-218.6355,-215.7763,-211.8077,-207.0933,-200.3661,-188.4206,-189.0894,-178.0243,-158.0325,-108.4413,-38.8543,54.79168,72.32314,-118.1014,0.6681787,-0.2403775,-0.1130749
5,62.50967,-140.2858,-334.1098,-303.2576,-282.6915,-274.696,-267.9037,-262.3927,-253.664,-237.3682,-227.0255,-219.0341,-211.1027,-200.3764,-201.2096,-182.9192,-107.5031,-99.98617,-94.65448,-93.05752,-138.4358,-178.5796,-188.3597,-191.967,-191.2795,-190.1759,-192.735,-196.0457,-207.118,-213.768,-217.7228,-218.274,-215.3732,-212.2027,-206.9625,-201.3988,-188.027,-187.2501,-178.8068,-158.0325,-109.346,-40.26932,55.31726,72.72717,-117.9736,0,0.1209644,-5.14E-05
6,59.52208,-140.5414,-337.8092,-306.4796,-283.0794,-277.2393,-268.033,-263.3766,-254.4046,-239.6621,-228.6913,-220.0022,-210.6634,-200.9311,-202.7556,-179.0645,-108.8259,-97.93083,-94.16216,-91.59592,-139.884,-181.4181,-186.7008,-191.3401,-190.0423,-190.5447,-191.5482,-196.424,-205.6897,-213.5293,-216.5305,-216.7072,-214.0297,-211.5445,-206.0474,-199.0751,-188.1582,-186.7596,-178.1548,-157.9024,-108.0536,-39.49749,55.44865,72.86185,-118.6126,1.224995,0.3618591,-0.1130749
7,61.13078,-140.0303,-336.2784,-305.8351,-283.5967,-275.0775,-268.1621,-261.8461,-254.2812,-238.4548,-226.5496,-218.4291,-208.357,-200.4873,-201.2096,-177.7797,-105.8196,-98.41444,-92.93134,-94.27551,-141.5737,-179.0732,-186.5732,-192.5939,-191.7744,-190.5447,-192.379,-195.5414,-205.8087,-212.4551,-216.8882,-216.4661,-213.761,-209.9649,-205.9166,-199.0751,-187.6334,-187.4953,-177.3723,-157.3817,-107.7951,-39.75476,53.87191,72.72717,-117.718,-0.2227273,0.2414117,-0.339122
8,61.70532,-140.4136,-336.1508,-304.933,-282.8208,-274.0602,-268.2913,-263.2673,-253.4171,-237.9719,-226.4306,-217.824,-209.2356,-199.9326,-200.1053,-178.4805,-110.1486,-101.1952,-94.28524,-92.81391,-139.7634,-180.0605,-186.7008,-192.4685,-191.6507,-190.9135,-192.2603,-196.0457,-205.6897,-213.0519,-216.4113,-216.8277,-215.1045,-210.3598,-207.3547,-199.3333,-187.7646,-186.1465,-177.3723,-157.642,-108.1828,-39.11158,55.18587,71.9191,-118.7404,-0.6681787,-0.722167,0.3390225
